LotArea,GrLivArea,Street,Alley,LotType,BldgType,HouseStyle,OverallQuality,OverallCondition,YearBuilt,Foundation,TotalBsmtSF,CentralAir,FullBath,HalfBath,GarageType,GarageCars,GarageArea,YearSold,SaleType,SaleCondition,SalePrice
8712,1178,Pave,Pave,Inside,1Fam,1.5Fin,4,7,1900,Stone,859,Y,1,0,Detchd,1,384,2010,WD,Abnorml,102776
14778,1640,Pave,NA,CulDSac,1Fam,1Story,6,7,1954,CBlock,1296,Y,1,0,Detchd,2,924,2008,WD,normal,224000
10400,1370,Pave,NA,Inside,1Fam,1Story,7,5,1976,CBlock,1090,Y,2,0,Attchd,2,479,2009,WD,Family,152000
24090,2403,Pave,NA,Inside,1Fam,2Story,7,7,1940,CBlock,1032,Y,2,0,Attchd,1,349,2010,COD,normal,244400
7226,1640,Pave,NA,CulDSac,1Fam,2Story,7,5,2003,PConc,798,Y,2,1,Attchd,2,595,2008,WD,normal,183000
11600,1383,Pave,NA,Inside,1Fam,1Story,6,5,1960,CBlock,1383,Y,1,1,Attchd,1,292,2006,WD,normal,145250
13869,1470,Pave,NA,Corner,1Fam,2Story,6,6,1997,PConc,794,Y,2,0,Attchd,2,388,2007,WD,normal,177000
10800,968,Pave,Grvl,Inside,1Fam,1Story,4,6,1927,BrkTil,656,Y,2,0,Detchd,1,216,2007,WD,normal,64500
4060,864,Pave,NA,Corner,1Fam,1Story,5,8,1922,PConc,864,Y,1,0,NA,0,0,2009,WD,normal,99900
14226,1973,Pave,NA,Corner,1Fam,1Story,8,5,2006,PConc,1935,Y,2,0,Attchd,3,895,2007,New,Partial,395000
14154,2172,Pave,NA,Corner,1Fam,2Story,7,5,2006,PConc,1063,Y,2,1,Attchd,3,947,2007,New,Partial,280000
3230,1458,Pave,Pave,Corner,TwnhsE,2Story,6,5,1999,PConc,729,Y,2,1,Detchd,2,440,2007,WD,normal,176000
5814,1360,Pave,NA,CulDSac,TwnhsE,1Story,8,5,1984,CBlock,1220,Y,1,0,Attchd,2,565,2009,COD,Abnorml,187500
9405,698,Pave,NA,Inside,1Fam,1Story,5,9,1947,CBlock,698,Y,1,0,NA,0,0,2009,WD,normal,118000
14859,1670,Pave,NA,CulDSac,1Fam,1Story,7,5,2006,PConc,1670,Y,2,0,Attchd,3,690,2006,New,Partial,240000
8990,1498,Pave,NA,Inside,1Fam,1Story,7,5,2006,PConc,1498,Y,2,0,Attchd,2,,2006,New,Partial,204900
10574,1953,Pave,NA,Inside,1Fam,2Story,8,5,2005,PConc,1082,Y,2,1,Attchd,3,1043,2009,WD,normal,252000
7577,1362,Pave,NA,Corner,TwnhsE,1Story,6,5,2005,PConc,1362,Y,2,0,Attchd,2,460,2007,WD,normal,194700
11443,2028,Pave,NA,Inside,1Fam,1Story,8,5,2005,PConc,1868,Y,2,0,Attchd,3,880,2006,New,Partial,369900
10650,894,Pave,NA,Corner,1Fam,1Story,5,6,1976,CBlock,894,Y,1,0,Attchd,1,308,2010,WD,normal,128200
10152,1048,Pave,NA,Inside,1Fam,1Story,5,5,1956,CBlock,1048,Y,1,0,Attchd,1,286,2007,WD,normal,135000
11003,2007,Pave,NA,Inside,1Fam,2Story,10,5,2008,PConc,1017,Y,2,1,Attchd,3,,2009,WD,normal,310000
9503,1344,Pave,NA,Inside,1Fam,1Story,5,5,1958,CBlock,1024,Y,1,0,Detchd,1,484,2007,WD,normal,144000
5271,1453,Pave,NA,Inside,1Fam,1Story,7,5,1986,PConc,1453,Y,1,1,Attchd,2,445,2006,WD,Abnorml,190000
10380,2730,Pave,NA,Inside,1Fam,2Story,7,5,1986,CBlock,1502,Y,2,1,Attchd,2,,2007,WD,normal,301000
11029,2654,Pave,NA,Corner,1Fam,2Story,6,7,1968,CBlock,1054,Y,2,1,Attchd,2,619,2006,WD,normal,250000
14364,2062,Pave,NA,Inside,1Fam,2Story,7,5,1988,CBlock,1157,Y,2,1,Attchd,2,454,2007,WD,normal,277000
5000,1664,Pave,NA,Corner,1Fam,1.5Fin,6,7,1947,CBlock,1004,Y,2,0,Detchd,2,420,2006,WD,normal,159000
7922,1057,Pave,NA,Inside,1Fam,1Story,5,7,1953,CBlock,1057,Y,1,0,Detchd,1,246,2010,WD,Abnorml,109000
8366,1640,Pave,NA,Inside,1Fam,2Story,6,5,2004,PConc,798,Y,2,1,Attchd,2,520,2008,WD,normal,173000
9000,1006,Pave,NA,Inside,1Fam,1Story,5,3,1959,CBlock,1006,Y,1,0,NA,0,0,2008,WD,normal,80000
9120,1876,Pave,NA,Inside,1Fam,2Story,6,6,1974,CBlock,901,Y,2,1,Attchd,2,540,2008,WD,normal,185000
13700,1820,Pave,NA,Inside,1Fam,2Story,7,6,1965,CBlock,864,Y,1,2,Attchd,2,492,2008,WD,normal,201800
9591,1713,Pave,NA,Inside,1Fam,1Story,8,5,2004,Do Not use this Field in the Model,1713,Y,2,0,Attchd,3,856,2009,WD,normal,274900
7758,1818,Pave,NA,Corner,1Fam,1.5Fin,7,4,1931,PConc,1040,Y,1,1,Detchd,1,240,2007,WD,normal,169500
8777,796,Pave,NA,Inside,1Fam,1Story,5,7,1910,CBlock,796,Y,1,0,NA,0,0,2008,WD,normal,85000
6897,1040,Pave,NA,Corner,1Fam,1Story,5,8,1962,CBlock,1040,Y,1,1,Detchd,1,260,2010,WD,normal,127000
8500,1317,Pave,Pave,Inside,1Fam,2Story,4,4,1920,BrkTil,649,N,1,0,Detchd,1,250,2008,WD,normal,40000
6000,1522,Pave,NA,Inside,1Fam,1.5Fin,5,5,1926,BrkTil,1008,Y,2,0,NA,0,0,2006,WD,normal,102000
7700,1839,Pave,NA,Inside,1Fam,2Story,6,5,1966,CBlock,756,Y,1,1,Attchd,2,442,2010,WD,normal,155000
9790,1328,Pave,NA,Inside,1Fam,1Story,6,5,1963,CBlock,1328,Y,1,1,Attchd,2,528,2010,WD,normal,143000
8400,438,Pave,NA,Inside,1Fam,1Story,2,5,1920,CBlock,290,N,1,0,Detchd,1,246,2009,WD,normal,60000
2117,1573,Pave,NA,Inside,Twnhs,2Story,6,5,2000,PConc,756,Y,2,1,Detchd,2,440,2010,WD,normal,177500
7200,1125,Pave,NA,Inside,1Fam,SLvl,6,6,1976,CBlock,1041,Y,1,0,Detchd,1,352,2009,WD,Abnorml,125000
9638,2447,Pave,NA,Inside,1Fam,1.5Fin,6,7,1919,PConc,804,Y,2,0,Detchd,1,336,2010,WD,normal,169000
7446,788,Pave,NA,Corner,1Fam,1Story,4,5,1941,CBlock,788,Y,1,0,NA,0,0,2006,WD,Abnorml,100000
14303,1987,Pave,NA,Corner,1Fam,1Story,8,5,1994,PConc,1986,Y,2,0,Attchd,2,691,2008,WD,normal,301500
10562,2161,Pave,NA,Inside,1Fam,2Story,8,5,2007,PConc,1582,Y,1,1,Attchd,3,789,2007,New,Partial,325624
7064,980,Pave,NA,Inside,1Fam,1Story,5,6,1977,CBlock,980,Y,1,0,Detchd,2,484,2009,WD,normal,135000
7892,918,Pave,NA,Inside,TwnhsE,1Story,6,5,1979,CBlock,918,Y,2,0,Attchd,1,264,2010,WD,normal,99500
6000,789,Pave,NA,Inside,1Fam,1Story,5,5,1948,CBlock,789,Y,1,0,Detchd,1,250,2008,WD,Partial,115000
12122,999,Pave,NA,Corner,1Fam,SFoyer,7,9,1961,CBlock,944,Y,1,0,Attchd,2,588,2008,WD,normal,178400
7642,1426,Pave,NA,Corner,1Fam,1.5Fin,7,8,1918,BrkTil,912,Y,1,1,Detchd,1,216,2007,WD,normal,189950
9439,1248,Pave,NA,Inside,1Fam,1.5Fin,5,5,1930,CBlock,912,Y,1,0,Detchd,1,160,2007,WD,normal,87000
3182,1504,Pave,NA,Inside,TwnhsE,1Story,7,5,2005,PConc,1346,Y,2,0,Attchd,2,457,2009,WD,normal,181000
6000,1324,Pave,NA,Inside,1Fam,1.5Fin,4,6,1936,BrkTil,672,Y,1,0,Detchd,1,240,2009,WD,normal,128000
5400,833,Pave,NA,Inside,1Fam,1Story,5,7,1954,CBlock,833,Y,1,0,Detchd,1,326,2006,WD,normal,117000
15426,1764,Pave,NA,Inside,1Fam,2Story,6,5,1997,PConc,928,Y,2,1,Attchd,2,470,2009,WD,normal,231500
12358,1382,Pave,NA,Inside,1Fam,1.5Fin,5,6,1941,CBlock,720,Y,1,1,Detchd,2,660,2007,WD,normal,128500
8430,1040,Pave,NA,Inside,1Fam,1Story,5,5,1978,Do Not use this Field in the Model,1040,Y,2,0,NA,0,0,2009,WD,normal,124000
10335,1721,Pave,NA,Inside,1Fam,1Story,5,6,1968,Do Not use this Field in the Model,1461,Y,2,1,Attchd,2,440,2006,WD,normal,180000
8544,1228,Pave,NA,CulDSac,1Fam,1Story,5,6,1966,CBlock,1228,Y,1,1,Attchd,1,271,2008,WD,normal,149350
9500,1977,Pave,NA,Corner,1Fam,2Story,6,6,1964,CBlock,816,Y,1,1,Attchd,2,540,2007,WD,normal,165000
10421,1714,Pave,NA,Inside,1Fam,2Story,7,5,1988,CBlock,980,Y,2,1,Attchd,2,496,2010,WD,normal,196500
2522,1709,Pave,NA,Inside,Twnhs,2Story,7,5,2004,PConc,970,Y,2,0,Detchd,2,380,2006,WD,normal,137500
13860,2704,Pave,NA,Inside,1Fam,SLvl,8,7,1972,CBlock,1952,Y,2,1,Attchd,2,538,2009,WD,normal,345000
11457,1412,Pave,NA,Corner,1Fam,1Story,6,5,1988,CBlock,1392,Y,2,0,Attchd,2,,2009,WD,normal,175000
14963,1288,Pave,NA,Inside,TwnhsE,1Story,8,5,1996,PConc,1260,Y,1,1,Attchd,2,500,2008,WD,normal,245500
10012,1181,Pave,NA,Inside,1Fam,SFoyer,4,5,1972,CBlock,1138,Y,2,0,Detchd,2,588,2008,WD,normal,137500
10496,1846,Pave,NA,Inside,1Fam,1.5Fin,6,6,1949,CBlock,1040,Y,2,0,Attchd,1,315,2007,WD,normal,143000
4438,848,Pave,NA,Inside,TwnhsE,1Story,6,5,2004,PConc,848,Y,1,0,Attchd,2,420,2008,ConLD,normal,144500
12936,1395,Pave,NA,CulDSac,1Fam,2Story,6,6,1972,CBlock,723,Y,1,1,Attchd,2,497,2009,WD,normal,162000
6120,1774,Pave,NA,Inside,1Fam,1.5Fin,7,5,1931,BrkTil,952,Y,2,0,Detchd,2,,2008,WD,Abnorml,129900
8400,1537,Pave,NA,Inside,1Fam,1Story,6,9,1962,CBlock,1319,Y,1,1,Attchd,2,462,2008,COD,Abnorml,174000
4671,1228,Pave,NA,Inside,TwnhsE,1Story,8,5,1988,PConc,1228,Y,2,0,Attchd,2,472,2008,WD,normal,189000
6000,1176,Pave,NA,Inside,1Fam,1.5Fin,6,9,1937,BrkTil,698,Y,1,0,Detchd,2,624,2009,WD,normal,134900
8525,1964,Pave,NA,Inside,1Fam,2Story,5,6,1911,PConc,940,N,1,1,NA,0,0,2008,WD,Abnorml,130000
3230,1471,Pave,Pave,Inside,TwnhsE,2Story,6,5,1999,PConc,729,Y,2,1,Detchd,2,440,2009,WD,normal,172500
7350,952,Pave,NA,Corner,1Fam,1Story,5,7,1951,CBlock,952,Y,1,0,Detchd,2,840,2008,COD,Abnorml,139000
8750,1908,Pave,NA,Inside,1Fam,2Story,7,5,1994,PConc,915,Y,2,1,Attchd,2,493,2008,WD,normal,210000
6563,1742,Pave,NA,CulDSac,1Fam,1Story,8,5,1985,PConc,1742,Y,2,0,Attchd,2,564,2006,WD,normal,275000
6120,1539,Pave,NA,Corner,1Fam,1.5Fin,5,6,1936,BrkTil,927,Y,1,1,Detchd,2,576,2009,WD,normal,141500
13811,1137,Pave,NA,Inside,1Fam,1Story,6,6,1987,CBlock,1112,Y,2,0,Attchd,2,551,2006,WD,normal,176000
9037,1484,Pave,NA,Inside,1Fam,1Story,8,5,2006,PConc,1476,Y,2,0,Attchd,2,472,2007,WD,normal,265900
8125,858,Pave,NA,Corner,1Fam,1Story,4,4,1971,CBlock,858,Y,1,0,NA,0,0,2006,WD,normal,88000
6762,1208,Pave,NA,Inside,1Fam,1Story,7,5,2007,PConc,1208,Y,2,0,Attchd,2,,2007,New,Partial,195400
11344,1524,Pave,NA,Inside,1Fam,1.5Fin,5,5,1958,CBlock,874,Y,1,1,Attchd,1,315,2007,WD,normal,144000
10690,1344,Pave,NA,Inside,1Fam,2Story,5,7,1920,Do Not use this Field in the Model,672,Y,1,0,Detchd,1,468,2009,WD,normal,147000
10927,1904,Pave,NA,Inside,1Fam,2Story,8,5,2005,PConc,1058,Y,2,1,BuiltIn,2,736,2006,WD,normal,275000
12800,1644,Pave,NA,Inside,1Fam,SLvl,7,5,1989,PConc,1518,Y,2,0,Attchd,2,,2009,WD,normal,275000
8730,1396,Pave,NA,Inside,1Fam,2Story,6,7,1915,BrkTil,698,Y,1,0,Detchd,1,384,2007,WD,normal,153575
13500,2775,Pave,NA,Inside,1Fam,2.5Unf,10,9,1893,BrkTil,1237,Y,3,1,Detchd,2,880,2008,WD,normal,325000
10215,948,Pave,NA,Inside,1Fam,1Story,4,5,1954,PConc,864,Y,1,0,Attchd,1,248,2007,WD,normal,111000
10570,2727,Pave,NA,Inside,1Fam,2Story,8,8,1932,Do Not use this Field in the Model,853,Y,2,1,Detchd,2,440,2007,WD,normal,315000
8414,1068,Pave,NA,Inside,1Fam,1Story,6,8,1963,CBlock,1059,Y,1,0,Attchd,1,264,2006,WD,normal,154500
2592,1112,Pave,NA,Inside,TwnhsE,2Story,5,3,1976,CBlock,536,Y,1,1,Attchd,1,336,2010,WD,normal,85000
8402,1120,Pave,NA,Inside,1Fam,1Story,5,5,2007,PConc,1120,Y,1,0,NA,0,0,2007,New,Partial,147000
11616,1386,Pave,NA,CulDSac,1Fam,2Story,6,5,1978,CBlock,672,Y,2,1,Attchd,2,440,2010,WD,Abnorml,158900
7500,1080,Pave,NA,Inside,1Fam,1Story,7,5,2004,PConc,1080,Y,1,0,NA,0,0,2008,WD,normal,141000
13006,2236,Pave,NA,Corner,1Fam,2Story,7,5,1997,PConc,964,Y,2,1,BuiltIn,2,642,2006,WD,normal,222000
9262,1578,Pave,NA,Inside,1Fam,1Story,8,5,2008,PConc,1573,Y,2,0,Attchd,3,840,2009,New,Partial,287090
6000,936,Pave,Pave,Inside,2fmCon,1Story,4,4,1953,CBlock,936,N,1,0,Detchd,2,576,2009,WD,normal,93000
13568,990,Pave,NA,CulDSac,1Fam,1Story,5,5,1995,PConc,990,Y,1,0,Attchd,2,576,2006,WD,normal,156000
8012,1575,Pave,NA,Inside,TwnhsE,1Story,6,5,1992,PConc,1575,Y,2,0,Attchd,2,529,2007,WD,normal,179200
8244,1720,Pave,NA,Inside,1Fam,2Story,7,5,2004,PConc,840,Y,2,1,Attchd,2,440,2007,WD,normal,183500
11362,1836,Pave,NA,Inside,1Fam,1Story,8,5,2004,PConc,1836,Y,2,0,Attchd,3,862,2009,WD,normal,280000
10665,1479,Pave,NA,Inside,1Fam,1Story,7,5,2003,Do Not use this Field in the Model,1453,Y,2,0,Attchd,2,558,2007,WD,normal,226000
8400,1478,Pave,NA,Inside,1Fam,1Story,6,3,1957,CBlock,1478,Y,1,1,Attchd,2,442,2009,WD,normal,156500
10800,1130,Pave,Grvl,Inside,1Fam,1Story,5,6,1920,BrkTil,1120,Y,1,0,Detchd,2,720,2006,WD,normal,120000
16466,1393,Pave,NA,Inside,1Fam,1.5Fin,5,7,1955,PConc,816,Y,1,1,Attchd,1,300,2008,WD,normal,135500
9297,1728,Pave,NA,Inside,Duplex,1Story,5,5,1976,CBlock,1728,Y,2,0,Detchd,2,560,2006,WD,Family,188000
8246,1060,Pave,NA,Inside,1Fam,1Story,5,8,1968,CBlock,1060,Y,1,0,Attchd,1,270,2010,WD,normal,154000
9017,1431,Pave,NA,Inside,1Fam,1Story,7,5,1999,Do Not use this Field in the Model,1431,Y,2,0,Attchd,2,666,2009,WD,normal,192000
11844,2046,Pave,NA,Inside,1Fam,1Story,8,5,2008,PConc,2046,Y,2,1,Attchd,3,834,2009,New,Partial,372500
10140,1664,Pave,NA,Inside,1Fam,2Story,7,5,1976,PConc,832,Y,2,1,Attchd,2,528,2006,WD,normal,162900
6204,2230,Pave,NA,Inside,1Fam,2.5Fin,4,5,1912,PConc,795,N,1,0,Detchd,1,440,2006,WD,normal,118500
13837,2183,Pave,NA,Corner,1Fam,1.5Fin,7,5,1988,PConc,1204,Y,2,1,Attchd,3,786,2006,WD,normal,229000
9200,1136,Pave,NA,Inside,1Fam,1Story,6,6,1965,CBlock,1136,Y,1,0,Attchd,1,384,2008,WD,normal,140000
3636,796,Pave,NA,Inside,1Fam,1Story,4,4,1922,BrkTil,796,N,1,0,NA,0,0,2008,WD,normal,55000
21453,988,Pave,NA,CulDSac,1Fam,SLvl,6,5,1969,CBlock,938,Y,1,0,Attchd,2,540,2006,WD,normal,180000
16492,1888,Pave,NA,Corner,1Fam,1Story,6,6,1966,CBlock,1517,Y,2,1,Attchd,2,578,2010,WD,normal,190000
10171,1535,Pave,NA,Inside,1Fam,1Story,7,5,2004,PConc,1517,Y,2,0,Attchd,2,532,2010,WD,normal,214000
9945,988,Pave,NA,Inside,1Fam,1Story,5,5,1961,CBlock,988,Y,1,0,Detchd,2,572,2007,WD,normal,128500
12209,1961,Pave,NA,CulDSac,1Fam,2Story,6,5,2001,PConc,804,Y,2,1,BuiltIn,2,560,2009,WD,normal,215000
3982,1567,Pave,NA,Inside,TwnhsE,1Story,8,5,2006,PConc,1520,Y,2,0,Attchd,3,648,2006,New,Partial,264561
12090,1422,Pave,NA,Inside,1Fam,1Story,6,6,1981,CBlock,1422,Y,2,0,Attchd,2,576,2008,WD,normal,175500
13758,1717,Pave,NA,CulDSac,1Fam,1.5Fin,7,5,1990,CBlock,1156,Y,2,1,Attchd,2,400,2007,WD,normal,187500
10000,1116,Pave,NA,Corner,1Fam,1Story,6,6,1962,CBlock,1116,Y,1,1,Attchd,2,440,2010,WD,normal,160000
11160,2110,Pave,NA,Corner,1Fam,1Story,7,5,1968,CBlock,2110,Y,2,1,Attchd,2,522,2010,WD,normal,244000
6780,754,Pave,NA,Inside,2fmCon,1.5Fin,6,8,1935,Do Not use this Field in the Model,520,N,1,0,NA,0,0,2006,WD,normal,84500
9842,1224,Pave,NA,FR2,Duplex,1Story,4,5,1962,Slab,0,Y,2,0,CarPort,2,462,2007,WD,normal,101800
8125,1550,Pave,NA,Inside,1Fam,2Story,7,5,2006,PConc,1092,Y,2,0,Attchd,2,438,2009,WD,normal,241000
6371,1358,Pave,NA,Inside,TwnhsE,1Story,7,5,2009,PConc,1358,Y,2,0,Attchd,2,484,2010,New,Partial,224000
10364,1572,Pave,NA,Inside,1Fam,2Story,6,5,1995,PConc,806,Y,2,1,BuiltIn,2,373,2007,WD,normal,168000
12435,1792,Pave,NA,Inside,1Fam,2Story,7,5,2001,PConc,963,Y,2,1,Attchd,2,564,2008,WD,normal,231500
3363,1708,Pave,NA,Inside,TwnhsE,2Story,7,5,2004,PConc,976,Y,2,0,Detchd,2,380,2006,WD,normal,130000
10625,1958,Pave,NA,Inside,1Fam,2Story,7,5,2005,PConc,1026,Y,2,1,Attchd,3,936,2008,WD,normal,250000
10592,1502,Pave,NA,Inside,1Fam,2Story,6,7,1923,PConc,602,Y,1,1,Detchd,1,180,2007,WD,normal,165000
10480,1964,Pave,NA,Inside,1Fam,2Story,7,6,1976,CBlock,803,Y,2,1,Attchd,2,483,2008,WD,normal,205000
3922,1258,Pave,NA,Inside,TwnhsE,1Story,7,5,2006,PConc,1258,Y,2,0,Attchd,3,648,2007,New,Partial,172500
10778,1768,Pave,NA,Inside,Duplex,1Story,4,5,1968,Do Not use this Field in the Model,1768,N,2,0,NA,0,0,2010,WD,normal,136500
29959,1850,Pave,NA,FR2,1Fam,2Story,7,6,1994,PConc,973,Y,2,1,BuiltIn,2,467,2009,WD,normal,248000
7449,1108,Pave,Grvl,Inside,1Fam,1.5Unf,7,7,1930,PConc,637,Y,1,0,Attchd,1,280,2007,WD,normal,139400
4456,1452,Pave,NA,Inside,2fmCon,2Story,4,5,1920,BrkTil,736,Y,2,0,NA,0,0,2009,New,Partial,113000
9158,1496,Pave,NA,Inside,1Fam,1Story,8,5,2007,PConc,1496,Y,2,0,Attchd,2,474,2007,New,Partial,225000
7420,1077,Pave,NA,Corner,2fmCon,1.5Unf,5,6,1939,BrkTil,991,Y,1,0,Attchd,1,,2008,WD,normal,118000
10200,1509,Pave,NA,Inside,1Fam,SLvl,6,5,1988,CBlock,1461,Y,2,0,Attchd,2,600,2008,WD,Abnorml,175000
11911,1560,Pave,NA,Inside,1Fam,2Story,6,5,2005,PConc,684,Y,2,1,BuiltIn,2,400,2009,WD,normal,174000
5400,1073,Pave,NA,Corner,1Fam,1Story,5,6,1921,BrkTil,1073,Y,1,0,Detchd,1,326,2006,WD,Abnorml,108480
7060,1344,Pave,NA,Inside,Duplex,SFoyer,7,5,1997,PConc,1344,Y,2,0,Attchd,4,784,2008,WD,Alloca,206300
11782,1155,Pave,NA,Inside,1Fam,SFoyer,5,7,1961,CBlock,1109,Y,1,0,Detchd,2,576,2010,WD,normal,148000
10800,2078,Pave,NA,Inside,1Fam,2Story,8,5,2007,PConc,1034,Y,2,1,Attchd,3,836,2008,New,Partial,339750
12968,912,Pave,NA,Inside,1Fam,1Story,5,6,1962,CBlock,912,Y,1,0,Detchd,1,,2008,WD,normal,144000
9600,1308,Pave,NA,Inside,1Fam,1.5Fin,5,7,1940,BrkTil,728,Y,1,1,Detchd,1,256,2009,WD,normal,160000
12205,2087,Pave,NA,Inside,1Fam,2Story,6,8,1966,CBlock,832,Y,2,1,Attchd,2,444,2007,WD,normal,187500
10125,1734,Pave,NA,Inside,Duplex,1.5Fin,5,5,1977,CBlock,0,Y,2,0,Attchd,2,539,2009,COD,normal,126000
9750,1630,Pave,NA,Inside,1Fam,1Story,7,5,2000,PConc,1630,Y,2,0,Attchd,2,451,2009,WD,normal,213000
3182,1266,Pave,NA,Inside,1Fam,1Story,7,5,2007,PConc,1266,Y,2,0,Attchd,2,388,2008,WD,normal,159895
10448,2119,Pave,NA,Corner,1Fam,SLvl,6,6,1972,CBlock,689,Y,2,1,Attchd,2,583,2009,COD,Abnorml,158000
10628,1277,Pave,NA,Inside,1Fam,1Story,7,5,1970,Do Not use this Field in the Model,1277,Y,1,0,Attchd,2,526,2007,WD,normal,167000
10356,969,Pave,NA,Corner,1Fam,1Story,5,6,1975,CBlock,969,Y,1,1,Attchd,2,440,2007,WD,normal,122000
10475,1694,Pave,NA,Corner,1Fam,1Story,8,5,2008,PConc,1694,Y,2,0,Attchd,3,776,2010,WD,normal,245350
12090,2263,Pave,NA,Corner,1Fam,2Story,8,5,1998,PConc,1141,Y,2,1,BuiltIn,2,420,2006,WD,Abnorml,258000
10400,1779,Pave,NA,Corner,1Fam,2Story,7,5,1998,PConc,866,Y,2,1,Attchd,2,546,2009,WD,normal,197900
8176,1056,Pave,NA,Inside,1Fam,1Story,5,6,1958,CBlock,1056,Y,1,0,Attchd,1,308,2007,WD,normal,139000
8640,1314,Pave,NA,Inside,1Fam,1Story,8,5,2009,PConc,1300,Y,2,0,Attchd,2,552,2009,New,Partial,229456
6300,1484,Pave,Grvl,Inside,1Fam,2.5Unf,6,6,1914,CBlock,742,Y,2,0,NA,0,0,2008,WD,normal,128000
17503,1458,Pave,NA,Inside,1Fam,1.5Fin,6,5,1948,CBlock,912,Y,1,0,Attchd,1,330,2010,WD,Abnorml,97500
5000,803,Pave,NA,Inside,1Fam,1.5Unf,5,6,1941,CBlock,720,N,1,0,Detchd,2,,2007,WD,normal,87000
10635,1668,Pave,NA,FR2,1Fam,1Story,8,5,2003,PConc,1657,Y,2,0,Attchd,2,502,2010,WD,normal,232000
6000,1387,Pave,NA,Inside,2fmCon,1.5Fin,5,4,1954,CBlock,811,Y,2,0,BuiltIn,1,256,2009,WD,normal,93000
8123,1800,Pave,NA,Inside,1Fam,2Story,6,5,2000,PConc,982,Y,2,1,Attchd,2,463,2009,WD,normal,179000
2280,1456,Pave,NA,FR2,Twnhs,2Story,6,6,1976,Do Not use this Field in the Model,855,Y,2,1,Attchd,2,440,2009,WD,normal,148500
6420,1148,Pave,NA,Inside,1Fam,1Story,5,7,1952,PConc,980,Y,1,0,Detchd,1,308,2006,WD,normal,123500
6600,816,Pave,NA,Inside,1Fam,1Story,5,9,1982,CBlock,816,Y,1,0,Attchd,1,264,2008,WD,normal,130500
5350,1306,Pave,NA,Inside,1Fam,1Story,3,2,1940,CBlock,728,Y,1,0,NA,0,0,2010,WD,normal,76500
2289,1441,Pave,NA,Inside,Twnhs,2Story,6,6,1978,CBlock,855,Y,2,1,Attchd,2,440,2009,WD,normal,148500
8450,1337,Pave,NA,Inside,1Fam,1Story,7,5,2003,PConc,1337,Y,2,0,Attchd,2,531,2007,WD,normal,185000
6000,1348,Pave,NA,Corner,1Fam,1.5Fin,5,8,1925,BrkTil,884,Y,1,0,Detchd,1,216,2009,WD,normal,117000
10800,2414,Pave,NA,Corner,2fmCon,1.5Fin,5,4,1900,CBlock,954,N,2,0,Attchd,2,520,2006,ConLD,normal,160000
13072,1141,Pave,NA,Inside,1Fam,1Story,6,5,2005,PConc,1141,Y,1,1,Detchd,2,484,2006,WD,Abnorml,142500
7407,1236,Pave,NA,Inside,1Fam,1Story,6,7,1957,CBlock,912,Y,1,0,Attchd,2,923,2010,WD,normal,149700
1680,1218,Pave,NA,Inside,Twnhs,2Story,6,5,1971,CBlock,672,Y,1,1,NA,0,0,2006,WD,Abnorml,91500
21535,4316,Pave,NA,Corner,1Fam,2Story,10,6,1994,PConc,2444,Y,3,1,Attchd,3,832,2007,WD,normal,755000
9880,1118,Pave,NA,Inside,1Fam,SLvl,6,6,1977,CBlock,1096,Y,1,0,Attchd,1,358,2008,WD,normal,171000
9790,1342,Pave,NA,Inside,1Fam,1Story,6,5,1967,CBlock,1372,Y,2,0,Attchd,2,457,2009,WD,normal,161500
6960,864,Pave,NA,Inside,1Fam,1Story,4,6,1970,CBlock,864,Y,1,0,Detchd,2,660,2009,WD,normal,120500
12677,1518,Pave,NA,Inside,TwnhsE,1Story,8,5,2003,PConc,1518,Y,1,1,Attchd,2,588,2008,WD,normal,274000
12160,1188,Pave,NA,Inside,1Fam,1Story,5,5,1959,CBlock,1188,Y,1,0,Attchd,2,531,2010,COD,Abnorml,142000
7500,1246,Pave,NA,Inside,1Fam,1Story,5,7,1959,CBlock,1246,Y,1,1,Attchd,1,305,2010,WD,normal,154000
6000,928,Pave,NA,Inside,1Fam,1Story,5,6,1957,CBlock,928,Y,1,0,Attchd,1,288,2008,WD,normal,112500
11700,2640,Pave,Pave,Corner,1Fam,2Story,7,7,1880,Stone,1240,N,1,1,Detchd,4,864,2009,WD,normal,265979
12354,1196,Pave,Grvl,Corner,1Fam,1.5Fin,6,8,1920,BrkTil,684,Y,1,0,Detchd,2,528,2009,ConLI,normal,110000
9828,2020,Pave,NA,Inside,1Fam,2Story,8,5,1995,PConc,1128,Y,2,1,Attchd,2,466,2009,WD,normal,239500
11700,1416,Pave,NA,Corner,1Fam,2Story,6,6,1968,CBlock,708,Y,2,1,Attchd,2,776,2006,WD,normal,179900
7560,1339,Pave,NA,Inside,1Fam,1Story,5,6,1958,CBlock,1029,Y,1,0,Attchd,1,294,2009,COD,Abnorml,139000
6979,1056,Pave,NA,Inside,Duplex,SFoyer,6,5,1980,CBlock,1056,Y,0,0,Detchd,2,576,2010,WD,normal,144000
10625,1173,Pave,NA,Inside,1Fam,SFoyer,7,6,1974,CBlock,1053,Y,2,0,Attchd,2,528,2010,WD,Family,170000
13159,1692,Pave,NA,Corner,1Fam,2Story,7,5,2009,PConc,846,Y,2,1,Attchd,2,650,2009,New,Partial,224500
